subject,attribute,value
hu27FD1F,archive_content,other_name
hu27FD1F,member_name,hu27FD1F_Full_v2_20110303092350.txt
hu27FD1F,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu27FD1F,member_type,text
hu27FD1F,text_file_subtype,23andMe
hu28391C,actual_file_type_from_magic_number,"Zip archive data, at least v2.0 to extract"
hu28391C,download_type,archive
hu28391C,archive_member_count,1
hu28391C,archive_content,name_is_genome_mumble_txt
hu28391C,member_name,genome_Terry_Turner_Full_20140215032229.txt
hu28391C,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu28391C,member_type,text
hu28391C,text_file_subtype,23andMe
hu28ABE8,actual_file_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu28ABE8,download_type,text
hu28ABE8,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu28ABE8,member_type,text
hu28ABE8,text_file_subtype,23andMe
hu28DA07,actual_file_type_from_magic_number,"PDF document, version 1.3"
hu28DA07,download_type,other
hu28DA07,member_type_from_magic_number,"PDF document, version 1.3"
hu28E7C5,actual_file_type_from_magic_number,"Zip archive data, at least v2.0 to extract"
hu28E7C5,download_type,archive
hu28E7C5,archive_member_count,1
hu28E7C5,archive_content,name_is_genome_mumble_txt
hu28E7C5,member_name,genome_Louis_Hofer_Full_20110601235105.txt
hu28E7C5,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu28E7C5,member_type,text
hu28E7C5,text_file_subtype,23andMe
hu28F39C,actual_file_type_from_magic_number,"Zip archive data, at least v2.0 to extract"
hu28F39C,download_type,archive
hu28F39C,archive_member_count,1
hu28F39C,archive_content,name_is_genome_mumble_txt
hu28F39C,member_name,genome_Keith_Ward_Full_20110610143810.txt
hu28F39C,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu28F39C,member_type,text
hu28F39C,text_file_subtype,23andMe
hu297562,actual_file_type_from_magic_number,"Zip archive data, at least v2.0 to extract"
hu297562,download_type,archive
hu297562,archive_member_count,1
hu297562,archive_content,name_is_genome_mumble_txt
hu297562,member_name,genome_Vladimir_Morozov_Full_20110712063439.txt
hu297562,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu297562,member_type,text
hu297562,text_file_subtype,23andMe
hu299FA0,actual_file_type_from_magic_number,Microsoft Excel 2007+
hu299FA0,download_type,other
hu299FA0,member_type_from_magic_number,Microsoft Excel 2007+
hu2A4D22,actual_file_type_from_magic_number,"Zip archive data, at least v2.0 to extract"
hu2A4D22,download_type,archive
hu2A4D22,archive_member_count,1
hu2A4D22,archive_content,name_is_genome_mumble_txt
hu2A4D22,member_name,genome_Stephan_George_Full_20130210221109.txt
hu2A4D22,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu2A4D22,member_type,text
hu2A4D22,text_file_subtype,23andMe
hu2B8562,actual_file_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu2B8562,download_type,text
hu2B8562,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu2B8562,member_type,text
hu2B8562,text_file_subtype,23andMe
hu2BC187,actual_file_type_from_magic_number,"Zip archive data, at least v2.0 to extract"
hu2BC187,download_type,archive
hu2BC187,archive_member_count,1
hu2BC187,archive_content,name_is_genome_mumble_txt
hu2BC187,member_name,genome_Davin_Jones_Full_20110524090654.txt
hu2BC187,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu2BC187,member_type,text
hu2BC187,text_file_subtype,23andMe
hu2D21C5,actual_file_type_from_magic_number,"Zip archive data, at least v2.0 to extract"
hu2D21C5,download_type,archive
hu2D21C5,archive_member_count,1
hu2D21C5,archive_content,name_is_genome_mumble_txt
hu2D21C5,member_name,genome_Full_20150507101945.txt
hu2D21C5,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu2D21C5,member_type,text
hu2D21C5,text_file_subtype,23andMe
hu2D53F2,actual_file_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu2D53F2,download_type,text
hu2D53F2,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu2D53F2,member_type,text
hu2D53F2,text_file_subtype,23andMe
hu2DEBA7,actual_file_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu2DEBA7,download_type,text
hu2DEBA7,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu2DEBA7,member_type,text
hu2DEBA7,text_file_subtype,23andMe
hu2DF992,actual_file_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu2DF992,download_type,text
hu2DF992,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu2DF992,member_type,text
hu2DF992,text_file_subtype,23andMe
hu2E179F,actual_file_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu2E179F,download_type,text
hu2E179F,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu2E179F,member_type,text
hu2E179F,text_file_subtype,23andMe
hu2E2A05,actual_file_type_from_magic_number,"Zip archive data, at least v2.0 to extract"
hu2E2A05,download_type,archive
hu2E2A05,archive_member_count,1
hu2E2A05,archive_content,name_is_genome_mumble_txt
hu2E2A05,member_name,genome_Leah_Bartley_Full_20160206081458.txt
hu2E2A05,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu2E2A05,member_type,text
hu2E2A05,text_file_subtype,23andMe
hu2E413D,actual_file_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu2E413D,download_type,text
hu2E413D,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu2E413D,member_type,text
hu2E413D,text_file_subtype,23andMe
hu2FEC01,actual_file_type_from_magic_number,"Zip archive data, at least v2.0 to extract"
hu2FEC01,download_type,archive
hu2FEC01,archive_member_count,1
hu2FEC01,archive_content,name_is_genome_mumble_txt
hu2FEC01,member_name,genome_Grant_Meadors_Full_20110908190853.txt
hu2FEC01,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu2FEC01,member_type,text
hu2FEC01,text_file_subtype,23andMe
hu301476,actual_file_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu301476,download_type,text
hu301476,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu301476,member_type,text
hu301476,text_file_subtype,23andMe
hu3073E3,actual_file_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu3073E3,download_type,text
hu3073E3,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu3073E3,member_type,text
hu3073E3,text_file_subtype,23andMe
hu30888B,actual_file_type_from_magic_number,"Zip archive data, at least v2.0 to extract"
hu30888B,download_type,archive
hu30888B,archive_member_count,1
hu30888B,archive_content,name_is_genome_mumble_txt
hu30888B,member_name,genome_hu30888B_Full_20110716105206.txt
hu30888B,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu30888B,member_type,text
hu30888B,text_file_subtype,23andMe
hu30F119,actual_file_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu30F119,download_type,text
hu30F119,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu30F119,member_type,text
hu30F119,text_file_subtype,23andMe
hu3116C3,actual_file_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu3116C3,download_type,text
hu3116C3,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu3116C3,member_type,text
hu3116C3,text_file_subtype,23andMe
hu313730,actual_file_type_from_magic_number,"Zip archive data, at least v2.0 to extract"
hu313730,download_type,archive
hu313730,archive_member_count,1
hu313730,archive_content,name_is_genome_mumble_txt
hu313730,member_name,genome_Cory_Tripp_Full_20140303224511.txt
hu313730,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu313730,member_type,text
hu313730,text_file_subtype,23andMe
hu315025,actual_file_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu315025,download_type,text
hu315025,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu315025,member_type,text
hu315025,text_file_subtype,23andMe
hu315FCA,actual_file_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu315FCA,download_type,text
hu315FCA,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu315FCA,member_type,text
hu315FCA,text_file_subtype,23andMe
hu319B11,actual_file_type_from_magic_number,"Zip archive data, at least v2.0 to extract"
hu319B11,download_type,archive
hu319B11,archive_member_count,1
hu319B11,archive_content,name_is_genome_mumble_txt
hu319B11,member_name,genome_Francisco_Ross_Full_20130213075412.txt
hu319B11,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu319B11,member_type,text
hu319B11,text_file_subtype,23andMe
hu32506B,actual_file_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu32506B,download_type,text
hu32506B,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu32506B,member_type,text
hu32506B,text_file_subtype,23andMe
hu333DD0,actual_file_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu333DD0,download_type,text
hu333DD0,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu333DD0,member_type,text
hu333DD0,text_file_subtype,23andMe
hu3343A5,actual_file_type_from_magic_number,"Zip archive data, at least v2.0 to extract"
hu3343A5,download_type,archive
hu3343A5,archive_member_count,1
hu3343A5,archive_content,name_is_genome_mumble_txt
hu3343A5,member_name,genome_Robin_Craig_Full_20151204190611.txt
hu3343A5,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu3343A5,member_type,text
hu3343A5,text_file_subtype,23andMe
hu33F35D,actual_file_type_from_magic_number,"Zip archive data, at least v2.0 to extract"
hu33F35D,download_type,archive
hu33F35D,archive_member_count,1
hu33F35D,archive_content,name_is_genome_mumble_txt
hu33F35D,member_name,genome_Kevin_Magde_Full_20110504170539.txt
hu33F35D,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu33F35D,member_type,text
hu33F35D,text_file_subtype,23andMe
hu340C7A,actual_file_type_from_magic_number,"Zip archive data, at least v2.0 to extract"
hu340C7A,download_type,archive
hu340C7A,archive_member_count,1
hu340C7A,archive_content,name_is_genome_mumble_txt
hu340C7A,member_name,genome_Nicholas_Cardone_Full_20111016213617.txt
hu340C7A,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu340C7A,member_type,text
hu340C7A,text_file_subtype,23andMe
hu345185,actual_file_type_from_magic_number,"Zip archive data, at least v2.0 to extract"
hu345185,download_type,archive
hu345185,archive_member_count,1
hu345185,archive_content,name_is_genome_mumble_txt
hu345185,member_name,genome_frank_pacheco_Full_20110714072222.txt
hu345185,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu345185,member_type,text
hu345185,text_file_subtype,23andMe
hu3458D8,actual_file_type_from_magic_number,"Zip archive data, at least v2.0 to extract"
hu3458D8,download_type,archive
hu3458D8,archive_member_count,1
hu3458D8,archive_content,name_is_genome_mumble_txt
hu3458D8,member_name,genome_SS_Full_20110311232040.txt
hu3458D8,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu3458D8,member_type,text
hu3458D8,text_file_subtype,23andMe
hu34BA70,actual_file_type_from_magic_number,"Zip archive data, at least v2.0 to extract"
hu34BA70,download_type,archive
hu34BA70,archive_member_count,1
hu34BA70,archive_content,name_is_genome_mumble_txt
hu34BA70,member_name,genome_Sue_Ohanlon_Full_20130315195940.txt
hu34BA70,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu34BA70,member_type,text
hu34BA70,text_file_subtype,23andMe
hu34D5B9,actual_file_type_from_magic_number,"Zip archive data, at least v2.0 to extract"
hu34D5B9,download_type,archive
hu34D5B9,archive_member_count,1
hu34D5B9,archive_content,name_is_genome_mumble_txt
hu34D5B9,member_name,genome_Alexander_Wait_Zaranek_Full_20110715112801.txt
hu34D5B9,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu34D5B9,member_type,text
hu34D5B9,text_file_subtype,23andMe
hu35071E,actual_file_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu35071E,download_type,text
hu35071E,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu35071E,member_type,text
hu35071E,text_file_subtype,23andMe
hu352868,actual_file_type_from_magic_number,"Zip archive data, at least v2.0 to extract"
hu352868,download_type,archive
hu352868,archive_member_count,1
hu352868,archive_content,name_is_genome_mumble_txt
hu352868,member_name,genome_Paul_Chaffin_Full_20110716201932.txt
hu352868,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu352868,member_type,text
hu352868,text_file_subtype,23andMe
hu35389E,actual_file_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu35389E,download_type,text
hu35389E,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu35389E,member_type,text
hu35389E,text_file_subtype,23andMe
hu3549A7,actual_file_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu3549A7,download_type,text
hu3549A7,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu3549A7,member_type,text
hu3549A7,text_file_subtype,23andMe
hu363FD6,actual_file_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu363FD6,download_type,text
hu363FD6,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu363FD6,member_type,text
hu363FD6,text_file_subtype,23andMe
hu3696DA,actual_file_type_from_magic_number,"Zip archive data, at least v2.0 to extract"
hu3696DA,download_type,archive
hu3696DA,archive_member_count,1
hu3696DA,archive_content,name_is_genome_mumble_txt
hu3696DA,member_name,genome_Rebekah_Canada_Full_20110726143630.txt
hu3696DA,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu3696DA,member_type,text
hu3696DA,text_file_subtype,23andMe
hu372174,actual_file_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu372174,download_type,text
hu372174,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu372174,member_type,text
hu372174,text_file_subtype,23andMe
hu379AE4,actual_file_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu379AE4,download_type,text
hu379AE4,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu379AE4,member_type,text
hu379AE4,text_file_subtype,23andMe
hu3800D8,actual_file_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu3800D8,download_type,text
hu3800D8,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu3800D8,member_type,text
hu3800D8,text_file_subtype,23andMe
hu394092,actual_file_type_from_magic_number,"Zip archive data, at least v2.0 to extract"
hu394092,download_type,archive
hu394092,archive_member_count,1
hu394092,archive_content,name_is_genome_mumble_txt
hu394092,member_name,genome_Paul_Conroy_Full_20110111011125.txt
hu394092,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu394092,member_type,text
hu394092,text_file_subtype,23andMe
hu394755,actual_file_type_from_magic_number,"Zip archive data, at least v2.0 to extract"
hu394755,download_type,archive
